customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
8168-UQWWF,0,-0.870240946478462,1.09972100419101,-0.519408394550933,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
8865-TNMNX,0,-0.910961310198492,-0.505574897969467,-0.79740819057721,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9489-DEDVP,0,1.53226051300333,0.147511323095819,1.14362373446476,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
9867-JCZSP,0,-0.62591876415828,-1.46276997006515,-0.82277120198218,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
4671-VJLCL,0,1.24721796696312,0.501474084131204,1.13881160523388,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0
4080-IIARD,0,-0.788800219038401,0.380162903119077,-0.574129809061743,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
3714-NTNFO,0,0.677132874882691,0.656021205146653,0.717308817785749,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5948-UJZLF,0,-1.23672421995873,-0.515545679970464,-0.964596570369414,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7760-OYPDY,0,-1.23672421995873,0.528062836133862,-0.943780800347755,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
7639-LIAYI,0,0.799293966042782,0.498150490130871,0.854653166751566,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0
2954-PIBKO,0,1.4915401492833,-0.0203301739209588,0.870678881529641,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
8012-SOUDQ,1,0.432810692562509,0.847127860165757,0.687310269048278,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
9420-LOJKX,0,-0.707359491598341,1.14126592919516,-0.377693396100187,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
6575-SUVOI,1,-0.300155854398037,0.157482105096816,-0.233660628983191,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
7495-OOKFY,1,-0.992402037638553,0.528062836133862,-0.727830982615099,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4667-QONEA,1,1.12505687580303,0.335294384114591,0.95996816014853,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0
1658-BYGOY,1,-0.58519840043825,1.01995474818303,-0.233704776957786,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
8769-KKTPH,0,1.24721796696312,1.15954569619699,1.77884686692849,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
5067-XJQFU,1,1.36937905812321,1.45202196822623,2.11664509454403,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0
3957-SQXML,0,0.066327419082236,-1.3231790220512,-0.612604768921502,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
5954-BDFSG,0,1.61370124044339,1.42044782522307,2.45982937506019,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0434-CSFON,0,0.595692147442631,1.18779624519981,1.07066920644611,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1215-FIGMP,0,1.12505687580303,0.835495281164595,1.39895354553638,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0526-SXDJP,0,1.61370124044339,-0.753182650994219,0.300242901784441,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0557-ASKVU,0,-0.58519840043825,-0.344380588953353,-0.584879840875686,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
5698-BQJOH,0,-0.951681673918523,0.985057011179546,-0.628961593509041,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5122-CYFXA,0,-1.1960038562387,0.350250557116086,-0.899654899739804,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
8627-ZYGSZ,0,0.595692147442631,0.469899941128048,0.604135484910831,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3410-YOQBQ,0,-0.0558336720778551,0.479870723129044,0.0950431158657283,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3170-NMYVV,0,0.717853238602722,-1.48271153406715,-0.596446610219641,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
7410-OIEDU,0,-0.910961310198492,0.501474084131204,-0.615673053155872,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2273-QCKXA,0,-1.27744458367877,-0.522192867971128,-0.985765524187836,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0731-EBJQB,0,0.799293966042782,-1.47440254906632,-0.525920220803732,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1891-QRQSA,1,1.28793833068315,1.55671517923669,2.12664461078985,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
8028-PNXHQ,0,1.20649760324309,-1.34644418005352,-0.378488059642902,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
5630-AHZIL,0,-1.1960038562387,-0.00869759491979612,-0.929101598794835,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2673-CXQEU,1,0.962175420922904,1.52015564523304,1.70304479454845,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
6416-JNVRK,0,0.5549717837226,-0.3028356639492,0.179652709177521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
5590-ZSKRV,0,-0.992402037638553,-0.336071603952522,-0.794516498241221,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0191-ZHSKZ,1,-0.0965540357978854,0.331970790114259,-0.0753239180973336,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3887-PBQAO,0,0.51425142000257,-1.29160487904804,-0.470315846801018,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
5919-TMRGD,0,-1.27744458367877,0.484856114129542,-0.972388687885475,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
8108-UXRQN,0,-0.870240946478462,-0.472338957966145,-0.75782953135257,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
9191-MYQKX,0,-1.03312240135858,0.345265166115588,-0.788048819963017,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9919-YLNNG,0,0.392090328842479,1.29747484721078,0.903083494882553,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0318-ZOPWS,0,0.677132874882691,-1.48271153406715,-0.577705795003958,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
4445-ZJNMU,0,-0.951681673918523,1.14791311719583,-0.601810589132964,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
4808-YNLEU,0,0.107047782802266,-0.086802053927604,-0.029343802556383,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1862-QRWPE,0,0.636412511162661,-1.46609356406549,-0.540776014255033,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
2796-NNUFI,0,0.5549717837226,-1.48935872206781,-0.598124233254261,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
3016-KSVCP,0,-0.137274399517916,-1.03070275002196,-0.561856672124264,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4767-HZZHQ,0,-0.0965540357978854,0.574593152138513,0.127271137320259,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2424-WVHPL,1,-1.27744458367877,0.330308993114093,-0.974441568704155,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7233-PAHHL,0,1.36937905812321,0.639403235144992,1.51530553258215,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
6067-NGCEU,0,1.32865869440318,1.53843541223486,2.13017644875747,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
9848-JQJTX,0,1.61370124044339,1.20109062120114,2.28559939332004,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
8637-XJIVR,0,-0.829520582758432,0.471561738128214,-0.598013863317773,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
9803-FTJCG,0,1.57298087672336,0.0694068640880115,1.08903476387774,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
0278-YXOOG,0,-1.11456312879864,-1.45279918806416,-0.957157636650115,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
3212-KXOCR,0,0.799293966042782,-1.45446098506432,-0.518613731008219,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
4598-XLKNJ,1,-0.300155854398037,1.12132436519317,0.102680715470706,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
6380-ARCEH,0,-1.27744458367877,-1.48104973706698,-0.998502214858565,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
3679-XASPY,0,-1.27744458367877,-1.50597669206947,-0.998833324668029,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
7123-WQUHX,0,0.229208873962357,1.00499857518154,0.584379266279457,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
5386-THSLQ,1,1.36937905812321,-0.638518657982757,0.32904945520784,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
3192-NQECA,0,1.45081978556327,1.50353767523138,2.35305749850158,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
6180-YBIQI,0,-1.11456312879864,-1.34478238305336,-0.963183835182366,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6728-DKUCO,0,1.61370124044339,1.30910742621194,2.21672855295145,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
9750-BOOHV,0,-0.0151133083578247,-1.15035213403392,-0.597881419393987,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8597-CWYHH,0,0.432810692562509,0.983395214179379,0.723754422076655,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
2848-YXSMW,0,1.61370124044339,-1.50763848906964,-0.405572842057086,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0486-HECZI,0,0.921455057202873,1.06316147018735,1.30544813534364,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
4549-ZDQYY,0,0.799293966042782,-0.226393001941558,0.335671651397128,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
5712-AHQNN,0,0.432810692562509,0.893658176170409,0.738234957743896,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
4846-WHAFZ,1,0.188488510242327,0.390133685120074,0.258810027626801,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
5256-SKJGO,0,1.28793833068315,-0.337733400952688,0.503985804541511,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
3071-VBYPO,0,-1.1960038562387,0.833833484164428,-0.897756536832209,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9560-BBZXK,0,0.147768146522297,-1.12043978803093,-0.510159393873229,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5299-RULOA,0,-0.910961310198492,1.17948726019898,-0.537398694198497,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
8402-OOOHJ,0,0.351369965122448,-1.46609356406549,-0.638718295894591,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
9445-ZUEQE,0,-0.218715126957977,0.679286363148979,-0.0575322843354488,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1091-SOZGA,0,0.962175420922904,1.16453108719749,1.4275393590868,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
2928-HLDBA,0,-1.07384276507861,-1.46443176706532,-0.957643264370663,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0404-SWRVG,0,-1.1960038562387,0.320338211113097,-0.906078430043413,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
6497-TILVL,0,-1.03312240135858,-0.467353566965646,-0.852747676732353,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7219-TLZHO,0,-1.15528349251868,-1.45944637606482,-0.979651029706394,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
4622-YNKIJ,0,0.0256070553622056,0.803921138161438,0.329226047106221,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
4412-YLTKF,1,-0.218715126957977,0.441649392125223,-0.0646401082452837,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
6734-PSBAW,0,1.61370124044339,-1.36970933805585,-0.246331097692027,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
3930-ZGWVE,0,-1.27744458367877,-1.49600591006848,-0.998700880744243,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
2639-UGMAZ,1,1.57298087672336,-0.276246911946542,0.752031199804912,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
2876-GZYZC,0,-0.788800219038401,0.704213318151471,-0.470735252559672,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6207-WIOLX,0,-0.300155854398037,-0.204789640939399,-0.344030565471311,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
8587-XYZSF,0,1.41009942184324,-0.472338957966145,0.431848014052875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3091-FYHKI,0,-1.27744458367877,-0.974201652016314,-0.991769648732789,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
2372-HWUHI,0,-1.23672421995873,-0.678401785986744,-0.971549876368166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7799-LGRDP,0,0.432810692562509,-1.29825206704871,-0.482853871586068,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
7850-VWJUU,0,-0.381596581838098,0.34027977511509,-0.222248377550319,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3774-VBNXY,0,1.28793833068315,-1.48104973706698,-0.443319360336023,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
6217-KDYWC,0,1.00289578464293,-1.50099130106898,-0.490645989102129,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0390-DCFDQ,1,-1.27744458367877,0.189056248099973,-0.976317857624453,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3146-MSEGF,1,1.61370124044339,0.774008792158448,1.82937422385275,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
4080-OGPJL,0,-0.992402037638553,0.212321406102298,-0.758580046920689,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1095-WGNGG,0,1.16577723952306,1.20607601220164,1.62876582729194,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
2636-SJDOU,0,1.28793833068315,0.649374017145989,1.32758834460316,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1131-QQZEB,1,1.57298087672336,-1.35641496205452,-0.232093375885059,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
5716-EZXZN,0,1.32865869440318,1.139604132195,1.82542298012647,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0
